GR;Count;Cons;Size;Col;Dis;Time;WtCns;En;Cap;Fast;PRG;NOI;Thrd;SLI;AUD;Con;SAL22;SAL23
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;NO;NO;14;n.a.;12;YES;4;52;NO;n.a.;n.a.;NO;1,52E+00;4,45E-01
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;n.a.;14;YES;8;42;YES;n.a.;n.a.;NO;1,42E+00;1,13E+00
EL;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;13;n.a.;15;NO;7;45;YES;n.a.;NO;NO;1,32E+00;5,76E+00
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;6;n.a.;13;YES;8;42;YES;n.a.;NO;NO;1,03E+00;3,43E-02
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;F;12;YES;4;50;NO;n.a.;NO;NO;9,92E-01;7,88E-02
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;12;n.a.;12;YES;5;50;NO;n.a.;n.a.;NO;7,90E-01;5,24E-01
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;NO;NO;6;n.a.;13;NO;8;44;NO;n.a.;n.a.;NO;7,00E-01;3,43E-02
WH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;14;NO;7;46;YES;NO;NO;NO;5,84E-01;5,90E+00
AR;South Africa;FREESTANDING;FULLSIZE;GLASS/MIRROR;YES;YES;9;n.a.;15;YES;7;46;YES;n.a.;NO;NO;5,39E-01;7,45E+00
BH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;YES;4;48;NO;NO;NO;NO;4,77E-01;5,99E-01
EL;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;n.a.;13;YES;10;42;NO;n.a.;NO;NO;4,30E-01;2,81E+00
EL;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;A;13;NO;6;47;NO;n.a.;NO;NO;4,30E-01;0.000109454
AR;South Africa;FREESTANDING;FULLSIZE;ALL OTHER COL.;YES;YES;9;n.a.;15;YES;8;n.a.;YES;n.a.;NO;NO;3,21E-01;8,55E-01
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;10;43;YES;n.a.;NO;NO;2,31E-01;2,31E-02
EL;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;13;n.a.;15;NO;5;45;NO;n.a.;NO;NO;1,98E-01;4,73E+00
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;NO;NO;11;n.a.;12;n.a.;4;52;NO;n.a.;n.a.;NO;1,43E-02;7,95E-02
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;n.a.;A;14;NO;6;n.a.;NO;n.a.;NO;NO;1,32E-01;1,03E-01
EL;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;11;D;15;YES;7;48;YES;n.a.;NO;NO;1,32E-01;1,98E+00
BH;South Africa;FREESTANDING;FULLSIZE;WHITE;YES;NO;16;n.a.;12;n.a.;4;54;n.a.;n.a.;n.a.;n.a.;9,92E-02;1,28E-01
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;12;n.a.;12;NO;5;48;NO;n.a.;n.a.;NO;6,61E-03;1,44E-01
AR;South Africa;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;n.a.;13;NO;5;47;NO;n.a.;NO;NO;0,00;0.001072724
AR;South Africa;FREESTANDING;FULLSIZE;ALL OTHER COL.;NO;NO;11;n.a.;13;NO;5;47;NO;n.a.;NO;NO;0,00;0.003281236
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;15;YES;8;46;YES;n.a.;NO;NO;0,00;0.000758508
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;7;n.a.;15;YES;8;44;NO;n.a.;NO;NO;0,00;0.000654207
AR;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;7;n.a.;15;YES;7;44;YES;n.a.;NO;NO;0,00;0.000113284
AR;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;A;15;NO;5;44;NO;NO;NO;NO;0,00;1,37E-01
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;A;13;YES;5;50;YES;n.a.;NO;NO;0,00;0.00047963
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;n.a.;n.a.;12;YES;5;n.a.;NO;n.a.;n.a.;NO;0,00;3,43E-02
BH;South Africa;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;n.a.;13;YES;6;46;YES;n.a.;NO;NO;0,00;7,81E+00
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;7;n.a.;13;YES;5;44;YES;n.a.;NO;SMART APP CTRL.;0,00;0.00017718
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;n.a.;13;NO;5;46;YES;n.a.;NO;VOICE CONTROL;0,00;0.00021429
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;YES;7;44;YES;n.a.;NO;VOICE CONTROL;0,00;7,58E-01
BH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;n.a.;13;YES;5;46;YES;NO;NO;VOICE CONTROL;0,00;1,93E-01
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;6;n.a.;13;YES;7;44;YES;n.a.;NO;VOICE CONTROL;0,00;7,63E-01
BH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;YES;7;42;YES;n.a.;NO;VOICE CONTROL;0,00;4,98E+00
WH;South Africa;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;NO;8;44;NO;n.a.;n.a.;NO;0,00;1,28E-01
WH;South Africa;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;14;YES;8;46;NO;NO;NO;NO;0,00;3,43E-02
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;15;NO;6;44;NO;n.a.;NO;NO;0,00;6,40E+00
AR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;12;A;14;NO;5;49;NO;n.a.;NO;NO;4,72E-01;0.000102672
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;12;n.a.;14;NO;5;49;NO;n.a.;NO;NO;3,61E-01;0.000203725
AR;Israel;FREESTANDING;FULLSIZE;ALL OTHER COL.;YES;YES;9;n.a.;15;NO;6;44;NO;n.a.;NO;NO;0,00;2,69E+00
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;9;n.a.;15;NO;6;n.a.;NO;n.a.;NO;NO;1,05E-01;6,62E-01
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;15;YES;8;43;YES;n.a.;YES;NO;7,42E+00;5,05E+00
AR;Israel;FREESTANDING;SLIMLINE;WHITE;NO;NO;13;n.a.;10;NO;5;47;NO;n.a.;NO;NO;0.000164917;4,54E-01
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;15;YES;8;43;YES;n.a.;NO;NO;7,74E+00;5,93E-01
AR;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;12;n.a.;12;NO;5;51;NO;n.a.;NO;NO;0.000562722;4,70E+00
AR;Israel;FREESTANDING;FULLSIZE;SILVER;NO;NO;12;n.a.;12;NO;5;54;NO;n.a.;NO;NO;0.001275695;0.000139419
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;11;n.a.;14;NO;5;47;NO;n.a.;NO;NO;0.000330359;0.000129663
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;8;44;YES;n.a.;NO;NO;6,61E-03;3,43E-02
AR;Israel;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;n.a.;15;NO;6;44;NO;n.a.;NO;NO;5,53E-02;3,18E+00
AR;Israel;FREESTANDING;SLIMLINE;WHITE;YES;YES;13;n.a.;10;NO;5;49;NO;n.a.;n.a.;NO;0.000200678;1,56E+00
AR;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;NO;NO;13;n.a.;10;NO;5;49;NO;n.a.;n.a.;NO;0.000333177;1,54E+00
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;11;E;14;YES;6;48;NO;NO;NO;NO;2,41E-01;3,23E-01
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;12;E;14;NO;6;48;NO;NO;NO;NO;0.000293074;0.000264316
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;15;YES;8;44;YES;NO;NO;NO;0.000183636;0.000179345
AR;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;E;11;YES;8;46;YES;NO;NO;NO;0,00;2,30E-01
AR;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;13;n.a.;15;n.a.;8;44;n.a.;n.a.;n.a.;n.a.;2,07E-01;2,24E-01
AR;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;n.a.;13;YES;14;45;NO;NO;NO;NO;7,81E+00;2,79E+00
AR;Israel;FREESTANDING;FULLSIZE;BLACK;NO;NO;12;n.a.;13;NO;5;0;NO;n.a.;NO;NO;0,00;2,27E+00
AR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;NO;12;n.a.;13;NO;5;n.a.;NO;n.a.;NO;NO;8,39E-02;0.000265592
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;12;A;13;NO;5;49;NO;n.a.;NO;NO;6,99E-01;0.000722387
AR;Israel;FREESTANDING;SLIMLINE;WHITE;YES;NO;11;A;10;NO;5;49;NO;n.a.;NO;NO;4,75E-01;0.000134496
AR;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;YES;NO;11;n.a.;10;NO;5;49;NO;n.a.;NO;NO;1,54E+00;0.000227421
AR;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;6;E;13;YES;8;46;YES;n.a.;NO;NO;0.000116339;0.000127428
AR;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;n.a.;13;YES;9;47;n.a.;n.a.;n.a.;NO;4,23E+00;0.000111251
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;n.a.;NO;15;n.a.;12;n.a.;5;51;n.a.;n.a.;n.a.;n.a.;0,00;1,53E-01
AR;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;15;n.a.;12;YES;5;47;YES;n.a.;n.a.;NO;0,00;7,11E-02
AR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;10;n.a.;12;YES;5;43;YES;n.a.;NO;NO;0.000142609;5,65E-02
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;n.a.;12;YES;5;43;NO;n.a.;NO;NO;0.000554223;3,03E+00
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;n.a.;n.a.;12;NO;5;n.a.;NO;n.a.;NO;NO;0,00;7,06E-02
AR;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;n.a.;12;NO;5;0;NO;n.a.;NO;NO;9,90E-01;3,82E-02
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;n.a.;n.a.;13;n.a.;8;43;NO;n.a.;n.a.;NO;0,00;1,24E-01
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;n.a.;n.a.;14;NO;8;n.a.;NO;n.a.;NO;NO;0,00;8,83E-01
AR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;10;n.a.;14;YES;8;43;YES;n.a.;NO;NO;0.000230352;0.00028504
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;D;13;YES;10;43;YES;n.a.;NO;NO;0.000923006;0.000963804
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;NO;8;39;NO;n.a.;NO;NO;3,83E-01;6,17E-01
AR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;n.a.;10;n.a.;13;YES;8;43;YES;n.a.;n.a.;NO;3,31E-03;1,35E-01
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;n.a.;n.a.;8;n.a.;14;n.a.;9;n.a.;NO;n.a.;NO;NO;7,92E+00;6,78E+00
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;14;NO;8;n.a.;NO;n.a.;NO;NO;0,00;6,85E-02
AR;Israel;FREESTANDING;SLIMLINE;STAINLESS STEEL;n.a.;NO;n.a.;n.a.;10;n.a.;5;49;n.a.;n.a.;n.a.;NO;2,57E-01;3,87E-02
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;n.a.;NO;8;n.a.;10;n.a.;5;47;NO;n.a.;NO;NO;0.000183362;0.000244054
AR;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;NO;NO;6;n.a.;13;n.a.;8;44;NO;n.a.;n.a.;NO;4,13E+00;5,36E+00
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;n.a.;14;n.a.;8;44;NO;n.a.;n.a.;NO;4,66E+00;5,03E+00
AR;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;NO;9;n.a.;14;n.a.;8;44;NO;n.a.;NO;NO;0.000137606;0.000157323
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;n.a.;10;n.a.;13;YES;8;44;NO;n.a.;n.a.;NO;3,31E-03;1,19E-01
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;n.a.;n.a.;9;n.a.;14;n.a.;9;n.a.;NO;n.a.;NO;NO;9,73E+00;0.000137043
AR;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;11;E;14;NO;5;46;YES;n.a.;NO;NO;0,00;0.000108383
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;9;n.a.;13;NO;5;49;NO;n.a.;NO;NO;0,00;0.000123666
AR;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;n.a.;14;YES;6;46;NO;n.a.;NO;NO;0,00;2,18E+00
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;14;YES;6;46;NO;n.a.;NO;NO;0,00;7,73E-02
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;15;YES;6;44;YES;n.a.;NO;NO;0,00;4,45E+00
AR;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;16;YES;6;44;NO;n.a.;NO;NO;0,00;1,94E+00
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;NO;9;n.a.;14;YES;6;44;NO;NO;NO;NO;0,00;1,40E-01
AR;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;15;YES;6;44;YES;NO;NO;NO;0,00;9,19E-01
AR;Israel;BUILT IN/UNDER;SLIMLINE;NO F.DECORATION;YES;YES;8;n.a.;11;YES;6;47;YES;NO;NO;NO;0,00;5,82E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;YES;4;48;NO;NO;NO;NO;0.000109489;6,09E-02
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;0.00014764;2,22E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;5;44;YES;NO;NO;NO;0.000107681;5,82E-01
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;5;46;NO;n.a.;NO;NO;3,81E+00;2,51E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;10;E;12;YES;4;50;NO;n.a.;NO;NO;2,90E-01;8,93E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;NO;10;E;12;YES;2;48;NO;n.a.;NO;NO;6,61E-03;3,43E-02
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;13;YES;5;44;NO;n.a.;NO;NO;6,19E+00;3,26E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;14;YES;5;44;YES;n.a.;NO;NO;3,69E-01;4,65E-01
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;12;YES;6;44;NO;n.a.;NO;NO;5,04E-01;1,34E+00
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;5;46;YES;n.a.;NO;NO;2,60E-01;1,95E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;NO;4;44;NO;NO;NO;NO;0.000274909;2,16E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;9;E;13;YES;4;46;YES;NO;NO;NO;0,00;7,54E-02
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;YES;4;48;NO;NO;NO;NO;1,38E-01;2,85E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;NO;NO;10;E;12;YES;4;48;NO;NO;NO;NO;0.000498547;1,94E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;0.000641522;1,85E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;5,05E-01;9,59E-02
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;5;44;NO;NO;NO;NO;7,83E+00;1,95E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;13;YES;6;44;NO;NO;NO;NO;0.00027824;7,22E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;D;14;YES;5;44;YES;NO;NO;NO;8,92E+00;1,11E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;12;YES;5;46;NO;NO;NO;NO;8,37E+00;6,85E-02
BH;Israel;BUILT IN/UNDER;FULLSIZE;NO F.DECORATION;YES;YES;9;E;13;YES;5;46;YES;NO;NO;NO;0.000122539;1,03E-01
BH;Israel;FREESTANDING;TABLE TOP;WHITE;NO;NO;8;n.a.;6;NO;5;54;NO;n.a.;n.a.;NO;1,75E-02;2,40E-01
BH;Israel;FREESTANDING;TABLE TOP;WHITE;NO;NO;8;F;6;NO;5;54;NO;n.a.;NO;NO;9,01E+00;7,53E+00
BH;Israel;FREESTANDING;TABLE TOP;WHITE;NO;NO;8;F;6;NO;5;49;NO;n.a.;NO;NO;7,24E+00;0.000107788
BH;Israel;FREESTANDING;TABLE TOP;METAL LOOK;NO;NO;8;F;6;NO;5;49;NO;n.a.;NO;NO;6,66E+00;4,64E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;NO;NO;11;F;12;NO;4;52;NO;NO;NO;NO;8,18E-02;1,11E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;9;n.a.;13;YES;5;48;NO;n.a.;n.a.;NO;1,12E-01;4,37E-02
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;4;48;NO;NO;NO;NO;0,00;2,06E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;BLACK;YES;YES;10;E;12;YES;5;48;NO;NO;NO;VOICE CONTROL;0,00;2,16E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;NO;5;50;NO;NO;NO;VOICE CONTROL;8,48E+00;7,18E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;YES;5;48;NO;NO;NO;VOICE CONTROL;6,81E+00;6,03E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;YES;6;46;NO;NO;NO;NO;3,45E-01;1,02E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;7;E;13;YES;6;46;YES;NO;NO;NO;4,78E-01;2,17E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;2,10E+00;0.000107003
BH;Israel;BUILT IN/UNDER;FULLSIZE;WHITE;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;1,32E-01;2,70E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;44;NO;NO;NO;VOICE CONTROL;0.000159456;3,12E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;YES;6;46;NO;NO;NO;VOICE CONTROL;0.000158024;0.000256924
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;14;YES;6;44;YES;NO;NO;VOICE CONTROL;9,84E+00;9,37E+00
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;6;46;NO;NO;NO;VOICE CONTROL;4,40E-01;2,02E-01
BH;Israel;BUILT IN/UNDER;FULLSIZE;SILVER;YES;YES;9;n.a.;12;NO;5;46;NO;NO;NO;VOICE CONTROL;5,20E-01;6,85E-02
BH;Israel;BUILT IN/UNDER;FULLSIZE;STAINLESS STEEL;YES;YES;9;C;13;YES;8;42;YES;NO;NO;VOICE CONTROL;5,02E+00;2,29E+00
BH;Israel;FREESTANDING;FULLSIZE;BLACK;YES;YES;9;n.a.;12;YES;5;48;NO;n.a.;NO;NO;0,00;2,96E+00
BH;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;n.a.;12;YES;5;46;NO;n.a.;n.a.;NO;3,31E-03;1,03E-01
BH;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;12;n.a.;12;YES;5;48;NO;n.a.;n.a.;NO;5,29E-02;3,43E-02
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;12;YES;5;48;NO;n.a.;NO;NO;0.000363917;0.000259919
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;11;n.a.;12;YES;5;48;NO;n.a.;n.a.;NO;9,05E-01;1,75E+00
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;YES;5;48;NO;n.a.;n.a.;NO;1,12E-01;6,85E-02
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;E;13;YES;5;48;NO;n.a.;NO;NO;3,42E-01;3,38E-01
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;NO;9;D;13;NO;4;48;NO;n.a.;NO;VOICE CONTROL;0.000426486;0.000377446
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;NO;NO;9;D;13;YES;6;46;NO;n.a.;NO;SMART APP CTRL.;0.000445782;0.000353428
BH;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;9;n.a.;13;YES;6;46;NO;n.a.;NO;SMART APP CTRL.;0.00028949;0.000266127
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;13;YES;5;n.a.;NO;n.a.;NO;SMART APP CTRL.;0,00;9,56E-01
BH;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;E;12;NO;6;46;NO;n.a.;NO;VOICE CONTROL;3,56E+00;5,75E-01
BH;Israel;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;E;12;YES;6;46;NO;n.a.;NO;VOICE CONTROL;8,62E-03;3,43E-02
BH;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;n.a.;12;YES;6;0;NO;n.a.;NO;VOICE CONTROL;0.000185714;7,58E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;n.a.;12;YES;6;0;NO;n.a.;NO;VOICE CONTROL;0.000167102;0.00018509
BH;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;E;13;YES;6;48;YES;n.a.;NO;VOICE CONTROL;0,00;6,31E-01
BH;Israel;FREESTANDING;FULLSIZE;SILVER;YES;YES;9;E;13;YES;6;46;YES;n.a.;NO;VOICE CONTROL;9,37E-01;9,50E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;E;13;YES;6;48;YES;n.a.;NO;VOICE CONTROL;1,68E-01;1,57E+00
BH;Israel;FREESTANDING;FULLSIZE;SILVER;NO;NO;10;n.a.;12;NO;5;50;NO;n.a.;NO;VOICE CONTROL;0.000502217;0.000384335
BH;Israel;FREESTANDING;FULLSIZE;SILVER;NO;NO;10;E;12;YES;5;48;NO;n.a.;NO;VOICE CONTROL;4,51E+00;0.00018035
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;YES;5;48;NO;n.a.;NO;VOICE CONTROL;0,00;1,37E-01
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;10;E;12;YES;5;48;NO;n.a.;NO;VOICE CONTROL;0,00;2,36E-01
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;NO;10;E;12;YES;5;50;NO;n.a.;NO;VOICE CONTROL;6,61E-03;1,09E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;10;E;12;NO;5;50;NO;n.a.;NO;VOICE CONTROL;1.26E-05;1,61E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;10;E;12;YES;5;48;NO;n.a.;NO;VOICE CONTROL;0,00;2,67E+00
BH;Israel;FREESTANDING;FULLSIZE;WHITE;NO;NO;10;E;12;YES;5;48;NO;n.a.;NO;VOICE CONTROL;0,00;7,13E-04
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;12;n.a.;12;NO;4;48;NO;n.a.;NO;NO;2,25E+00;3,99E+00
BH;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;11;n.a.;12;NO;4;48;NO;n.a.;NO;NO;8,56E-01;3,58E+00
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;D;13;NO;4;48;NO;n.a.;NO;NO;0.000106896;3,65E-01
BH;Israel;FREESTANDING;FULLSIZE;WHITE;YES;YES;9;D;13;NO;4;48;NO;n.a.;NO;NO;0.000145114;6,94E+00
BH;Israel;FREESTANDING;FULLSIZE;METAL LOOK;YES;YES;9;n.a.;12;NO;5;46;NO;n.a.;NO;NO;9,71E+00;0.000137649
BH;Israel;FREESTANDING;FULLSIZE;STAINLESS STEEL;YES;YES;9;n.a.;13;YES;6;44;NO;n.a.;n.a.;NO;3,98E-02;3,43E-02
